class,age,sex,survived,died
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,yes,No
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,adult,female,no,Yes
third,child,male,yes,No
third,child,male,yes,No
third,child,male,yes,No
third,child,male,yes,No
third,child,male,yes,No
third,child,male,yes,No
third,child,male,yes,No
third,child,male,yes,No
third,child,male,yes,No
third,child,male,yes,No
third,child,male,yes,No
third,child,male,yes,No
third,child,male,yes,No
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,male,no,Yes
third,child,female,yes,No
third,child,female,yes,No
third,child,female,yes,No
third,child,female,yes,No
third,child,female,yes,No
third,child,female,yes,No
third,child,female,yes,No
third,child,female,yes,No
third,child,female,yes,No
third,child,female,yes,No
third,child,female,yes,No
third,child,female,yes,No
third,child,female,yes,No
third,child,female,yes,No
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
third,child,female,no,Yes
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,yes,No
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
crew,adult,male,no,Yes
